OCC,STATE,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
43-9011,SC,34340,34170,34070,32770,32180,29750,31020,31410,30410,29010,28240
43-9021,SC,28420,26000,25090,23560,24000,23000,22610,22640,22040,21070,20980
43-9031,SC,-1,35090,33980,33770,31860,29640,29710,32270,34990,28750,29840
45-0000,SC,28030,27030,26630,25940,25820,23950,23710,22020,21760,21310,20610
49-2011,SC,36860,37010,36320,36560,37180,36980,34960,32920,30930,30370,32730
51-4011,SC,35680,34390,34010,32490,29690,30110,29990,30380,31790,30880,29600
51-4012,SC,41830,40070,37960,35190,34930,37700,37040,36550,34630,35160,33600
11-3021,SD,102330,92430,96160,95540,93640,85340,89640,88740,88030,83410,77900
13-0000,SD,53780,51980,51570,50080,48190,45040,43000,42760,40540,39060,37200
13-1081,SD,66720,*,-1,59210,57370,54320,54860,*,*,*,*
13-1111,SD,67660,64150,65160,67210,65910,67450,54270,56010,54090,50960,47150
15-0000,SD,54220,52800,53430,51970,49260,45010,45300,45250,42180,40870,34900
15-1021,SD,*,49440,48690,45690,46190,44480,44910,51160,49040,43260,43890
15-1031,SD,*,70010,73470,69640,68710,62340,65370,62610,55130,58000,47150
15-1032,SD,*,67500,74720,79440,76030,65000,66020,66870,64670,65240,58550
15-1041,SD,*,35140,35210,34450,32960,31410,32070,31430,29760,29030,25350
15-1051,SD,*,63660,62590,61840,60090,57400,58000,58180,57790,56760,53580
15-1061,SD,*,64150,63500,58840,53380,49610,49380,49670,48560,53970,46600
15-1071,SD,*,52230,51890,49610,48810,46540,46690,46190,46300,46650,45090
15-1081,SD,*,55060,54630,49650,48630,45010,47570,45800,42120,42730,40380
15-1099,SD,*,70850,*,*,65760,*,*,*,*,*,*
15-1111,SD,-1,*,*,*,*,*,*,*,*,*,*
15-1121,SD,65370,*,*,*,*,*,*,*,*,*,*
15-1131,SD,51680,*,*,*,*,*,*,*,*,*,*
15-1132,SD,74070,*,*,*,*,*,*,*,*,*,*
15-1133,SD,67870,*,*,*,*,*,*,*,*,*,*
15-1141,SD,61870,*,*,*,*,*,*,*,*,*,*
15-1142,SD,54160,*,*,*,*,*,*,*,*,*,*
15-1150,SD,37250,*,*,*,*,*,*,*,*,*,*
15-1179,SD,57890,*,*,*,*,*,*,*,*,*,*
15-1799,SD,67970,*,*,*,*,*,*,*,*,*,*
15-2031,SD,49780,48820,47690,44010,44900,40010,44530,42520,43950,44340,*
17-0000,SD,56390,55200,53660,51860,49710,45360,45750,44290,44000,43250,41780
17-2061,SD,68830,69390,75790,73150,65680,63320,*,55360,48960,47810,37130
17-2112,SD,70500,68680,67560,64290,59600,57380,57180,56380,56540,56420,54050
17-3026,SD,39220,37170,36590,35830,35660,34520,35580,36260,34680,34190,28670
19-0000,SD,46960,47910,47910,47680,42300,39260,40670,39470,37540,35570,32630
25-1021,SD,70700,63750,72290,52950,52590,51000,50420,47400,46270,45800,45560
27-0000,SD,33490,32610,32170,30860,30780,29360,29140,27430,27140,25800,24410
27-1014,SD,38120,36130,36160,35180,37330,30580,29460,30110,29770,28910,28840
27-1024,SD,32910,32120,33050,32710,31940,29470,28850,28140,27180,28150,28120
27-3042,SD,44610,44010,43720,43250,42800,41580,38690,35540,37150,34950,33950
29-2071,SD,32810,31310,30000,29050,28390,27010,26210,25180,24610,24160,22950
41-4011,SD,82610,78750,67870,63310,59750,57250,56250,53820,54650,60450,56990
43-9011,SD,32790,31980,31620,30090,28430,28560,26870,25070,24260,23340,21930
43-9021,SD,-1,25260,24950,23190,21690,21640,19690,19460,18360,18290,17940
43-9031,SD,22890,21350,20500,20060,19470,21170,21000,20260,20400,19770,19140
45-0000,SD,26210,25660,25040,24300,23300,21630,21110,20920,21690,21210,20870
49-2011,SD,38020,35930,36220,36380,34390,30700,29830,29430,*,33080,30590
51-4011,SD,32270,31840,31110,29930,28070,27860,28560,27780,28210,27990,26140
51-4012,SD,36050,34740,34380,30740,33280,30050,28090,28080,27640,28200,31960
11-3021,TN,91520,88650,87140,84940,78670,75630,76640,73110,72410,68180,64020
13-0000,TN,59770,58100,57680,55980,53780,51670,51960,51480,49160,47290,44130
13-1081,TN,60840,56440,54070,55450,58160,56960,55710,*,*,*,*
13-1111,TN,79840,74280,70950,64480,59480,59190,60320,61790,65570,57880,57750
15-0000,TN,63750,62460,60900,60040,57610,56570,56180,55880,52490,50900,48110
15-1011,TN,*,91350,89310,93000,84000,78260,76060,73310,67640,69040,59080
15-1021,TN,*,62550,63220,62640,59650,59340,58420,59020,56700,55020,51760
15-1031,TN,*,75590,72440,71630,68380,67490,65330,65410,61430,61560,57410
15-1032,TN,*,78640,76660,72020,67590,67460,66230,64350,62070,56680,53950
15-1041,TN,*,43220,42800,43680,42270,40520,38690,37310,35540,34280,33340
15-1051,TN,*,65940,62060,60940,60790,60640,60460,58970,55570,56200,53050
15-1061,TN,*,66460,65810,63720,61200,59390,59850,57080,52190,50790,46580
15-1071,TN,*,62810,61890,63160,59270,57440,60660,59580,59040,52590,47780
15-1081,TN,*,68520,67900,64290,59210,57250,56920,55360,57950,48160,52010
15-1099,TN,*,62380,61080,58040,60440,53570,53910,*,*,*,*
15-1111,TN,86430,*,*,*,*,*,*,*,*,*,*
15-1121,TN,69970,*,*,*,*,*,*,*,*,*,*
15-1131,TN,64940,*,*,*,*,*,*,*,*,*,*
15-1132,TN,74730,*,*,*,*,*,*,*,*,*,*
15-1133,TN,79950,*,*,*,*,*,*,*,*,*,*
15-1141,TN,66490,*,*,*,*,*,*,*,*,*,*
15-1142,TN,62870,*,*,*,*,*,*,*,*,*,*
15-1150,TN,44610,*,*,*,*,*,*,*,*,*,*
15-1179,TN,67310,*,*,*,*,*,*,*,*,*,*
15-1799,TN,66430,*,*,*,*,*,*,*,*,*,*
15-2031,TN,64070,66380,73230,63620,64200,60550,61080,57650,54800,51360,52590
17-0000,TN,70160,67030,65170,63080,59280,57760,56980,53730,51580,51650,48020
17-2061,TN,77700,75290,61330,56780,54160,56880,70280,67040,60600,56440,51930
17-2112,TN,71000,69540,68500,66420,64000,61070,59410,59070,56480,54400,51020
17-3026,TN,46830,41410,40350,44300,46350,44890,44070,41220,40500,40860,38480
19-0000,TN,56990,56690,55010,54390,50490,51160,51380,49520,48650,47940,44170
25-1021,TN,53640,*,74290,75750,70590,49270,49010,47060,46550,46820,45900
27-0000,TN,44670,42380,41870,40580,38190,37720,36650,34840,36200,33660,33790
27-1014,TN,52090,51780,50560,47840,47300,44990,47610,38850,35030,33740,34780
27-1024,TN,39350,39910,40380,38370,36430,33240,34510,34950,34650,33270,33740
27-3042,TN,59570,58640,56200,53580,45930,44720,44340,47080,43910,41040,39010
29-2071,TN,31000,30710,30010,27870,26460,25190,24630,23910,23500,22970,22010
41-4011,TN,73190,67390,64570,70340,67800,66640,63030,59210,60890,60180,55900
43-9011,TN,37030,35650,34100,34140,32540,29970,28950,27370,28700,29030,28870
43-9021,TN,26090,26070,25690,24510,23360,22430,22550,22310,21320,21600,20850
43-9031,TN,36700,35840,32680,30910,30490,28660,30440,30620,29090,27490,24600
45-0000,TN,27050,28000,26470,25090,23620,22030,21250,21830,21160,21080,21320
49-2011,TN,36070,36190,35200,34090,33510,32920,33460,31870,31990,30330,28870
51-4011,TN,32790,33650,32360,32070,30780,29970,30100,29170,27450,25510,25220
51-4012,TN,47200,42300,41440,36960,39120,36370,39770,30140,30950,36610,34530
11-3021,TX,121940,120320,119320,114450,106410,100810,98800,94850,87280,80210,77890
13-0000,TX,66440,64390,62750,60600,57390,56460,56810,53720,52620,49550,47060
13-1081,TX,72760,64700,60740,56560,58840,59180,59190,*,*,*,*
13-1111,TX,87850,78870,72800,68720,62610,63810,63920,62410,67290,59320,58100
15-0000,TX,77400,75690,72770,70840,68150,66980,65970,64160,60780,60460,58550
15-1011,TX,*,114870,95540,91600,82720,81320,80130,85040,85420,78540,75450
15-1021,TX,*,77500,77540,75470,73690,73190,69250,71310,69510,70860,66990
15-1031,TX,*,91520,89390,86220,80270,79860,76850,76010,74540,68530,67690
15-1032,TX,*,94730,90490,88560,85870,82220,82180,78150,71250,72970,68180
15-1041,TX,*,47330,44920,44030,41610,42060,42390,42860,42560,42250,42680
15-1051,TX,*,80680,75740,74640,70760,69390,68490,65340,59760,59230,57070
15-1061,TX,*,71170,68610,67600,66180,66120,64270,63200,57910,55360,54100
15-1071,TX,*,67630,66590,64040,61860,59900,59450,58440,56630,55890,53250
15-1081,TX,*,76420,71250,67420,64360,63170,63420,62300,59310,56070,54750
15-1099,TX,*,77030,74820,70620,65790,63200,62200,*,*,*,*
15-1111,TX,88630,*,*,*,*,*,*,*,*,*,*
15-1121,TX,81460,*,*,*,*,*,*,*,*,*,*
15-1131,TX,79990,*,*,*,*,*,*,*,*,*,*
15-1132,TX,92160,*,*,*,*,*,*,*,*,*,*
15-1133,TX,97370,*,*,*,*,*,*,*,*,*,*
15-1141,TX,74030,*,*,*,*,*,*,*,*,*,*
15-1142,TX,69300,*,*,*,*,*,*,*,*,*,*
15-1150,TX,51320,*,*,*,*,*,*,*,*,*,*
15-1179,TX,81610,*,*,*,*,*,*,*,*,*,*
15-1799,TX,80040,*,*,*,*,*,*,*,*,*,*
15-2031,TX,73080,73350,72450,70700,69350,69300,68300,66720,64540,66360,63620
17-0000,TX,79590,77250,73750,70680,67750,66110,65070,61700,59140,58110,57390
17-2061,TX,95650,98290,97580,97490,93720,87500,83920,77510,67060,68850,67560
17-2112,TX,84570,83640,80480,77600,75160,73860,72650,70890,66100,65510,64310
17-3026,TX,53330,52300,55230,62860,62390,59790,59880,50400,46260,46740,48590
19-0000,TX,66200,66880,63380,61510,57520,59850,58500,57740,54440,47490,47390
25-1021,TX,73180,74980,75550,68000,63550,59590,60860,61580,56420,50420,44430
27-0000,TX,46720,46170,45710,42540,40560,38810,38280,38370,36780,33750,33430
27-1014,TX,57740,55400,52740,51840,49080,47010,44700,41090,42560,46300,46860
27-1024,TX,44590,44350,44000,42160,41680,41450,41940,40990,40050,36980,35940
27-3042,TX,60600,59860,58750,55360,55940,55480,55460,51480,49480,48430,48400
29-2071,TX,34420,32150,30580,30270,28550,27020,25550,25030,23830,23480,23450
41-4011,TX,86610,86830,73750,76240,70060,70200,65820,61950,60330,55890,56230
43-9011,TX,37460,35380,35140,33600,32640,31650,31380,29790,30470,29800,27840
43-9021,TX,26520,26050,25140,24940,24370,23550,22810,22800,22360,21650,20930
43-9031,TX,40710,40600,39550,36130,34240,*,32580,30880,32570,29960,28150
45-0000,TX,23890,22920,21200,20170,18860,18290,18220,18240,19020,18180,17770
49-2011,TX,35190,35820,33880,32140,31900,34470,35060,34020,32790,33000,31000
51-4011,TX,34930,34530,32310,31680,30470,30460,30560,29630,28740,28040,27110
51-4012,TX,49570,50000,45690,42570,39870,41500,45350,42480,39140,38550,36520
11-3021,UT,103620,99150,96640,94700,88920,86440,81670,80570,75290,70340,66740
13-0000,UT,59030,57450,57700,56540,53530,49510,48580,48470,46860,43790,42240
13-1081,UT,68730,68130,65770,63230,60740,53640,57300,*,*,*,*
13-1111,UT,69970,66910,66150,70150,75470,76340,65820,71640,68640,65090,59990
15-0000,UT,65680,67730,65280,65530,61180,59660,56670,53350,51650,48210,44780
15-1011,UT,*,108850,107550,*,76990,62170,58480,59130,59420,67070,66300
15-1021,UT,*,77640,70270,73030,68220,64010,56630,55940,57850,57740,59510
15-1031,UT,*,83350,78110,77300,68770,69680,67810,69520,71060,71340,69840
15-1032,UT,*,76760,80760,77150,75090,73160,69560,69960,65550,60240,58410
15-1041,UT,*,42830,41040,39790,37370,37160,35690,31920,29560,25700,22610
15-1051,UT,*,68290,66330,67020,64320,63880,64070,59180,57660,53790,50170
15-1061,UT,*,75150,69070,67890,65210,66760,63970,62490,58340,55680,52500
15-1071,UT,*,63790,60960,60990,59730,57380,56460,55650,51670,50460,49610
15-1081,UT,*,73320,65450,64220,59540,59360,51730,53340,52630,50850,50470
15-1099,UT,*,69580,62770,60110,54810,49470,50170,*,*,*,*
15-1111,UT,81770,*,*,*,*,*,*,*,*,*,*
15-1121,UT,70650,*,*,*,*,*,*,*,*,*,*
15-1131,UT,70300,*,*,*,*,*,*,*,*,*,*
15-1132,UT,80350,*,*,*,*,*,*,*,*,*,*
15-1133,UT,83570,*,*,*,*,*,*,*,*,*,*
15-1141,UT,77700,*,*,*,*,*,*,*,*,*,*
15-1142,UT,67380,*,*,*,*,*,*,*,*,*,*
15-1150,UT,43740,*,*,*,*,*,*,*,*,*,*
15-1179,UT,74350,*,*,*,*,*,*,*,*,*,*
15-1799,UT,70280,*,*,*,*,*,*,*,*,*,*
15-2031,UT,58200,56230,56240,55420,52460,54690,58060,60140,57130,56210,53740
17-0000,UT,70310,68770,65440,63140,60400,59560,58450,55240,50100,49620,46120
17-2061,UT,*,93030,90740,87490,*,*,*,*,62190,59590,67100
17-2112,UT,80710,73340,74660,71940,69510,64560,65320,62400,59140,56700,52630
17-3026,UT,55260,54960,52230,51200,48700,46780,46160,42380,40520,39600,36020
19-0000,UT,54110,51710,49780,50820,47350,45150,45510,45630,44540,39240,37990
25-1021,UT,85260,78360,78350,77740,79550,69800,68630,69970,65650,71940,75300
27-0000,UT,41960,42830,43830,42200,39630,40220,40980,36510,34700,33560,33200
27-1014,UT,52370,46040,52340,51600,49810,47910,42210,42370,40160,38820,35050
27-1024,UT,41990,42550,40910,37940,35710,35370,36810,34740,35420,34690,32770
27-3042,UT,56860,53120,51500,53360,54850,54640,50750,52580,49280,45900,46050
29-2071,UT,31440,30930,29350,29400,27630,26550,*,*,23290,23220,21530
41-4011,UT,73670,80400,79440,74800,66840,65160,60480,65250,61260,57690,58820
43-9011,UT,29190,30750,31430,30350,28710,28980,31230,29280,29040,27080,26780
43-9021,UT,27740,26690,27000,26580,26050,24110,23270,22420,21660,20530,19430
43-9031,UT,34900,35140,35180,33060,35100,36020,33610,32880,25960,27050,29600
45-0000,UT,26120,25680,24670,24240,22130,21680,23590,21350,18790,18060,16290
49-2011,UT,34760,34450,38510,37160,38170,35210,33950,34120,38280,39090,37910
51-4011,UT,31270,27810,26890,29340,31130,29860,30450,31410,30760,29090,29130
51-4012,UT,53440,50710,43040,44250,41920,35520,35730,37160,37240,35320,31400
11-3021,VT,111270,104000,103340,97250,101280,97490,96950,89370,88360,82610,75950
13-0000,VT,61410,59060,57810,56220,55890,54150,53520,53740,51090,49680,46290
13-1081,VT,67560,67190,65120,-1,*,*,*,*,*,*,*
13-1111,VT,75640,77210,69680,79870,79900,74290,67160,65520,55080,61190,50450
15-0000,VT,67150,65110,63530,61410,59380,58030,58240,59360,56550,56300,46780
15-1021,VT,*,74650,68890,64270,61320,63770,64070,55750,53400,53950,48140
15-1031,VT,*,74560,76010,68210,68570,67390,70010,75150,74860,72900,51190
15-1032,VT,*,83950,80730,83850,81880,79140,78510,*,67650,69920,61740
15-1041,VT,*,46380,45630,41850,39410,39680,40050,39580,39150,39250,36430
15-1051,VT,*,76920,70520,70670,66670,64100,63090,54900,52730,53160,47710
15-1061,VT,*,55630,56240,55730,56420,54600,54700,53000,51800,50530,51080
15-1071,VT,*,61690,60700,58450,58490,56900,53990,54160,47940,46940,44160
15-1081,VT,*,66780,62840,67410,63890,55840,60960,60930,55230,55760,47270
15-1099,VT,*,70500,71420,68570,64600,47850,*,*,*,*,*
15-1121,VT,80930,*,*,*,*,*,*,*,*,*,*
15-1131,VT,81090,*,*,*,*,*,*,*,*,*,*
15-1132,VT,77150,*,*,*,*,*,*,*,*,*,*
15-1133,VT,86950,*,*,*,*,*,*,*,*,*,*
15-1141,VT,62310,*,*,*,*,*,*,*,*,*,*
15-1142,VT,62670,*,*,*,*,*,*,*,*,*,*
15-1150,VT,48230,*,*,*,*,*,*,*,*,*,*
15-1179,VT,66070,*,*,*,*,*,*,*,*,*,*
15-1799,VT,71100,*,90730,88120,-1,52460,50690,42480,44850,40850,43180
17-0000,VT,74310,73110,70480,68500,66310,64400,63380,57080,56390,55690,49330
17-2112,VT,75340,74610,74110,75170,72960,70590,71380,61970,61440,58860,54830
17-3026,VT,47310,41510,40960,40770,42360,42470,40170,*,*,*,36890
19-0000,VT,64730,60110,60620,59180,55010,51050,49810,47120,45950,45500,43210
25-1021,VT,-1,60990,63140,57300,57690,54780,51200,49630,49080,47590,49220
27-0000,VT,42240,43260,42950,42270,39420,37270,36930,37120,36320,36680,36210
27-1014,VT,*,*,*,50480,49520,48490,53910,*,*,49830,44050
27-1024,VT,41170,42630,42920,40510,39350,36970,36670,35770,35050,33910,33860
27-3042,VT,56500,48770,48680,48780,50970,49280,37880,32290,35400,39890,37960
29-2071,VT,37570,32840,33320,32110,31500,28080,28000,28080,29720,31900,29900
41-4011,VT,70360,62240,60320,57370,62550,65740,71120,64960,64570,54010,49290
43-9011,VT,35050,32980,34480,33070,32300,29360,28020,26380,26740,26260,26090
43-9021,VT,29080,27410,28880,27200,26300,24230,23270,22110,21300,20840,19560
43-9031,VT,37730,35360,35390,35210,35170,33610,33040,29920,29410,28530,27180
45-0000,VT,27940,27300,26470,26930,26330,*,25770,24010,24120,22420,22580
49-2011,VT,34680,38930,42200,41400,39260,38460,36650,35390,35350,35410,32920
51-4011,VT,32920,33130,32560,30640,30430,29290,28770,27250,24660,*,23530
51-4012,VT,39660,46950,48080,45740,39650,37500,35510,33070,31090,32990,28180
11-3021,VA,138000,130800,131320,127850,123520,113640,109140,100250,93700,88920,85620
13-0000,VA,74290,72280,70420,67900,65640,62570,61430,59400,56220,53290,50610
13-1081,VA,77240,75770,75200,72070,69810,67070,67610,*,*,*,*
13-1111,VA,95970,93740,90380,87140,82570,79920,78570,76260,75670,71310,64770
15-0000,VA,88730,87750,85650,82070,78290,72810,71140,65270,61760,61890,59470
15-1011,VA,*,99070,96750,97980,96180,90380,85480,78630,74460,77330,69410
15-1021,VA,*,79340,80030,79380,75340,67370,66380,62730,62140,61400,57600
15-1031,VA,*,95420,92570,89090,85810,79230,78730,72850,67050,70930,66310
15-1032,VA,*,107100,106740,101850,97460,90830,87620,80910,73360,72090,70400
15-1041,VA,*,48150,48000,47600,47940,45870,46590,45210,44780,46320,39140
15-1051,VA,*,92300,89440,83580,77280,75230,72770,69310,67310,63370,62340
15-1061,VA,*,80120,78240,78710,74920,76260,71860,65770,57710,56460,49300
15-1071,VA,*,78290,77200,74950,72260,71110,69660,64350,59990,57530,56160
15-1081,VA,*,81640,81380,79160,76420,72810,69110,64730,63470,62310,61270
15-1099,VA,*,94110,90290,84650,82850,*,58060,*,*,*,*
15-1111,VA,102770,*,*,*,*,*,*,*,*,*,*
15-1121,VA,93290,*,*,*,*,*,*,*,*,*,*
15-1131,VA,76960,*,*,*,*,*,*,*,*,*,*
15-1132,VA,96510,*,*,*,*,*,*,*,*,*,*
15-1133,VA,107490,*,*,*,*,*,*,*,*,*,*
15-1141,VA,81720,*,*,*,*,*,*,*,*,*,*
15-1142,VA,81180,*,*,*,*,*,*,*,*,*,*
15-1150,VA,52030,*,*,*,*,*,*,*,*,*,*
15-1179,VA,86760,*,*,*,*,*,*,*,*,*,*
15-1799,VA,96140,*,*,*,*,*,*,*,*,*,*
15-2031,VA,102390,103140,97970,88510,85280,78240,74530,71940,69240,66610,63730
17-0000,VA,78750,76490,74280,71920,69400,66200,65050,61210,58630,57030,54960
17-2061,VA,97660,97600,100450,96340,93010,84680,83990,81230,72380,69380,65340
17-2112,VA,78310,81300,79990,77000,69740,64870,65240,60690,58600,58470,52060
17-3026,VA,49120,46210,49380,51490,49350,48680,48740,44580,47210,49450,54170
19-0000,VA,77130,74750,72660,70850,70230,66980,65130,60840,55400,53440,50670
25-1021,VA,71710,68030,70930,67850,66270,60050,50050,51530,50970,46490,49520
27-0000,VA,56220,53100,51470,49900,48740,48020,47950,43990,42310,39180,38200
27-1014,VA,57430,56790,56750,54030,51770,48680,50600,47560,44230,44660,43430
27-1024,VA,51900,51850,49160,47570,45940,43370,42070,42220,38430,37640,37400
27-3042,VA,76620,71720,69090,65230,65190,61510,61100,53770,51040,48290,47010
29-2071,VA,35200,34540,34960,32730,31690,29930,28990,28090,25740,24870,23460
41-4011,VA,91120,88000,80330,78710,74080,73640,74120,69500,65990,61900,57090
43-9011,VA,39850,40960,39750,37710,36680,35060,34330,30740,30400,29140,26450
43-9021,VA,28130,27990,26440,25730,25440,24720,23820,22560,22120,21890,21650
43-9031,VA,38290,36810,36180,34150,33630,33060,32390,31600,34160,30880,35220
45-0000,VA,30050,28740,28890,27610,27360,25590,25470,24590,23080,21650,20690
49-2011,VA,41560,42700,41170,42320,39760,41030,38490,36590,34570,31660,31420
51-4011,VA,33800,33010,33300,33890,33570,32130,33180,32710,30810,29460,28250
51-4012,VA,45380,43980,44940,46110,51100,54520,51860,44760,36030,35000,35080
11-3021,WA,127130,125520,129750,126720,111500,108500,104930,102270,97760,91210,87770
13-0000,WA,69430,65890,66450,63940,61480,59580,59460,59620,56830,54670,52270
13-1081,WA,81670,70180,68180,66030,66570,65310,63240,*,*,*,*
13-1111,WA,87490,81810,82760,78320,74830,71860,72190,72020,67900,65190,65440
15-0000,WA,84990,84250,82310,78580,75870,73880,72910,67700,66370,64370,62460
15-1011,WA,*,112850,111900,105490,105590,101720,99230,101720,115660,103480,109660
15-1021,WA,*,90820,85800,82800,85900,83590,79240,74130,78290,70740,70840
15-1031,WA,*,93650,90070,86830,82520,82430,82720,78300,76280,75690,72060
15-1032,WA,*,99080,98590,92620,*,*,86650,82210,79340,77650,73320
15-1041,WA,*,49620,49210,48190,50340,48630,47720,44470,44880,42500,40900
15-1051,WA,*,83950,82310,78480,75450,72190,69200,67060,65730,64840,62890
15-1061,WA,*,79100,75750,75560,73980,71340,71990,65530,61830,61640,60640
15-1071,WA,*,74500,74650,72590,68030,66180,63430,60150,57290,56000,53740
15-1081,WA,*,82920,80510,78790,73070,68840,68760,63210,62670,60780,58650
15-1099,WA,*,78960,78050,71010,67010,69020,71420,*,*,*,*
15-1111,WA,108800,*,*,*,*,*,*,*,*,*,*
15-1121,WA,86270,*,*,*,*,*,*,*,*,*,*
15-1131,WA,90090,*,*,*,*,*,*,*,*,*,*
15-1132,WA,94350,*,*,*,*,*,*,*,*,*,*
15-1133,WA,101930,*,*,*,*,*,*,*,*,*,*
15-1141,WA,82110,*,*,*,*,*,*,*,*,*,*
15-1142,WA,70730,*,*,*,*,*,*,*,*,*,*
15-1150,WA,53760,*,*,*,*,*,*,*,*,*,*
15-1179,WA,81120,*,*,*,*,*,*,*,*,*,*
15-1799,WA,83770,*,*,*,*,*,*,*,*,*,*
15-2031,WA,85970,81790,81490,79730,73900,67530,65180,72600,*,61450,58200
17-0000,WA,79760,78070,76410,73840,70500,67480,66330,64900,62440,61400,58420
17-2061,WA,106660,106260,101310,*,*,83320,77700,72670,71310,69450,66160
17-2112,WA,82730,80930,79540,74460,70570,69460,67840,68290,66460,66760,64040
17-3026,WA,62790,61050,59010,61100,*,*,*,54880,52850,51740,51920
19-0000,WA,64430,67200,66110,64680,62670,60480,61250,58700,55340,53670,50760
25-1021,WA,73250,68730,71250,72760,70550,62510,60390,55800,53160,53420,49170
27-0000,WA,51180,51900,51540,49820,49360,48590,49210,48640,46040,45140,45250
27-1014,WA,62250,64840,63020,57520,54130,51810,56510,62220,54740,51610,50570
27-1024,WA,50080,49610,47630,45660,44330,43870,43710,45500,44890,43640,44760
27-3042,WA,78850,77030,73560,72490,71580,69840,69520,65570,63300,61550,61460
29-2071,WA,37630,36740,35950,34390,32720,30760,30170,29550,28150,27500,26430
41-4011,WA,91790,83990,88260,81740,77060,70640,67170,74720,62590,61130,60260
43-9011,WA,44730,42090,40820,38760,38180,36960,35680,33620,32710,33770,32950
43-9021,WA,30070,29060,29000,28580,28470,26870,25470,24870,24850,24070,23860
43-9031,WA,38890,40850,44560,41280,38570,37920,36780,32870,32530,31680,31100
45-0000,WA,30300,29590,29550,29050,28100,27110,27620,26440,24220,24300,22110
49-2011,WA,36170,38760,40260,40960,39990,36250,38020,36780,37200,36110,35010
51-4011,WA,48750,47210,45730,42740,44890,43390,42850,40200,32620,32340,29420
51-4012,WA,64880,67160,65590,60320,59510,56440,57650,50290,45590,44800,43630
11-3021,WV,93610,89810,86450,81510,75910,74230,74750,68440,64420,61860,56770
13-0000,WV,54780,52880,51110,48060,46660,44410,43890,43200,42520,40700,38610
13-1081,WV,61260,59810,59550,55180,53330,53040,53260,*,*,*,*
13-1111,WV,76410,73350,70870,67370,59740,60200,57880,57980,60110,57580,54130
15-0000,WV,59180,57500,54840,54850,52350,50140,50130,46440,45380,46410,45940
15-1011,WV,*,*,*,97980,86130,86070,86040,-1,*,*,49920
15-1021,WV,*,50190,47090,46820,44660,44860,48480,48390,48550,45320,44710
15-1031,WV,*,72710,69480,67500,68030,65040,64680,61200,59710,59800,55830
15-1032,WV,*,73480,64480,58260,60920,60140,58050,63300,61170,63230,59630
15-1041,WV,*,38690,36550,36500,34040,30000,30160,26460,25080,28000,28770
15-1051,WV,*,57550,58910,60370,58530,65320,64440,61590,60340,57880,55460
15-1061,WV,*,50120,49500,46780,41030,37700,39960,41220,45090,44430,41690
15-1071,WV,*,57410,54290,53830,53500,53140,51030,49750,49180,41500,40420
15-1081,WV,*,48460,44770,47110,42650,42000,42550,37420,38350,39720,39920
15-1099,WV,*,82400,78690,74360,73210,47290,52950,*,*,*,*
15-1121,WV,57920,*,*,*,*,*,*,*,*,*,*
15-1131,WV,51980,*,*,*,*,*,*,*,*,*,*
15-1132,WV,73490,*,*,*,*,*,*,*,*,*,*
15-1133,WV,73410,*,*,*,*,*,*,*,*,*,*
15-1141,WV,51690,*,*,*,*,*,*,*,*,*,*
15-1142,WV,60070,*,*,*,*,*,*,*,*,*,*
15-1150,WV,41070,*,*,*,*,*,*,*,*,*,*
15-1179,WV,58120,*,*,*,*,*,*,*,*,*,*
15-1799,WV,81690,*,*,*,*,*,*,*,*,*,*
15-2031,WV,61240,52510,49690,*,58130,*,70290,63500,57840,51100,44320
17-0000,WV,60420,59730,58310,55930,53020,50860,50650,49240,47480,45850,45270
17-2061,WV,87930,91760,83390,79350,76310,72040,59750,56470,50380,47630,53130
17-2112,WV,77750,66670,65990,62440,59890,55330,56790,59010,59960,56960,61700
17-3026,WV,46380,41950,39490,46790,-1,50740,49960,47750,44220,40290,44510
19-0000,WV,52870,50630,48660,46200,46990,47430,48310,47530,44300,42600,41030
25-1021,WV,44300,42810,42030,51550,51170,54000,53240,48320,50710,51000,53210
27-0000,WV,36840,36830,34380,32780,31080,31580,29400,30590,31270,28560,28160
27-1014,WV,*,*,42940,43310,35790,*,33980,29730,32260,30350,30330
27-1024,WV,38090,36740,34510,33150,32360,27520,29880,30770,31790,28640,27650
27-3042,WV,46970,45830,42650,45220,43120,47110,46380,44610,39590,43710,37770
29-2071,WV,27750,27330,26580,26090,25050,23770,23210,21860,20400,19820,18880
41-4011,WV,63230,60710,68220,63720,58660,53460,49710,52220,50960,45750,44600
43-9011,WV,33590,32400,30430,28440,28150,28750,27090,26810,26230,25090,24070
43-9021,WV,23980,24170,24180,24830,24230,23130,22620,21680,20880,20350,19310
43-9031,WV,28650,31770,*,35020,31160,28900,25640,23570,23030,21320,22150
45-0000,WV,28080,27160,25900,23170,22750,22840,21780,23480,22200,22350,21660
49-2011,WV,32050,34060,32300,34090,33430,33600,33780,36090,33220,33930,30990
51-4011,WV,34610,32810,32900,32970,29470,30420,30340,28410,27970,27130,25000
51-4012,WV,*,*,*,*,*,*,*,*,*,36280,33150
11-3021,WI,103630,99900,98800,95160,93980,91560,91170,86710,80540,72820,69560
13-0000,WI,59280,57460,56040,55930,53450,52120,51340,49080,47180,44900,42490
13-1081,WI,60430,60710,62400,61410,59780,58070,56500,*,*,*,*
