OCC;STATE;METROS;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000
13-0000;ME;Northeast Maine nonmetropolitan area;52950;50930;50210;48510;45860;*;*;*;*;*;*
13-1111;ME;Northeast Maine nonmetropolitan area;*;61490;61650;67260;*;*;*;*;*;*;*
15-0000;ME;Northeast Maine nonmetropolitan area;52150;52500;50120;52740;50940;*;*;*;*;*;*
15-1021;ME;Northeast Maine nonmetropolitan area;*;42900;42030;*;39450;*;*;*;*;*;*
15-1031;ME;Northeast Maine nonmetropolitan area;*;69940;68490;59760;62750;*;*;*;*;*;*
15-1041;ME;Northeast Maine nonmetropolitan area;*;39900;38450;37710;34750;*;*;*;*;*;*
15-1051;ME;Northeast Maine nonmetropolitan area;*;59290;61200;57640;59840;*;*;*;*;*;*
15-1061;ME;Northeast Maine nonmetropolitan area;*;*;*;*;57640;*;*;*;*;*;*
15-1071;ME;Northeast Maine nonmetropolitan area;*;55720;48500;49900;52760;*;*;*;*;*;*
15-1081;ME;Northeast Maine nonmetropolitan area;*;53790;*;64980;*;*;*;*;*;*;*
15-1131;ME;Northeast Maine nonmetropolitan area;45020;*;*;*;*;*;*;*;*;*;*
15-1132;ME;Northeast Maine nonmetropolitan area;76200;*;*;*;*;*;*;*;*;*;*
15-1142;ME;Northeast Maine nonmetropolitan area;55950;*;*;*;*;*;*;*;*;*;*
15-1150;ME;Northeast Maine nonmetropolitan area;38850;*;*;*;*;*;*;*;*;*;*
17-0000;ME;Northeast Maine nonmetropolitan area;59610;56990;56670;53540;50540;*;*;*;*;*;*
17-2112;ME;Northeast Maine nonmetropolitan area;78740;76730;69720;63360;60970;*;*;*;*;*;*
17-3026;ME;Northeast Maine nonmetropolitan area;*;*;43740;44280;*;*;*;*;*;*;*
19-0000;ME;Northeast Maine nonmetropolitan area;54680;52270;51480;50130;*;*;*;*;*;*;*
27-0000;ME;Northeast Maine nonmetropolitan area;30360;29850;28480;27410;24190;*;*;*;*;*;*
27-1024;ME;Northeast Maine nonmetropolitan area;37400;37130;37530;36980;28820;*;*;*;*;*;*
29-2071;ME;Northeast Maine nonmetropolitan area;30440;28720;27380;25380;25610;*;*;*;*;*;*
41-4011;ME;Northeast Maine nonmetropolitan area;50200;*;*;63930;59190;*;*;*;*;*;*
43-9011;ME;Northeast Maine nonmetropolitan area;20490;20660;*;*;19980;*;*;*;*;*;*
43-9021;ME;Northeast Maine nonmetropolitan area;20150;19140;24620;23080;18000;*;*;*;*;*;*
45-0000;ME;Northeast Maine nonmetropolitan area;31390;32120;31050;29910;29710;*;*;*;*;*;*
49-2011;ME;Northeast Maine nonmetropolitan area;*;28860;29230;27070;29730;*;*;*;*;*;*
51-4011;ME;Northeast Maine nonmetropolitan area;*;*;*;30480;29950;*;*;*;*;*;*
00-0000;ME;Southwest Maine nonmetropolitan area;38250;37500;36330;35130;33940;*;*;*;*;*;*
11-3021;ME;Southwest Maine nonmetropolitan area;81010;80300;76680;72370;75610;*;*;*;*;*;*
13-0000;ME;Southwest Maine nonmetropolitan area;53570;52100;51150;49000;47520;*;*;*;*;*;*
13-1081;ME;Southwest Maine nonmetropolitan area;61460;59480;58190;57040;*;*;*;*;*;*;*
13-1111;ME;Southwest Maine nonmetropolitan area;65640;64370;66850;58090;49240;*;*;*;*;*;*
15-0000;ME;Southwest Maine nonmetropolitan area;54920;55450;54610;55150;51940;*;*;*;*;*;*
15-1021;ME;Southwest Maine nonmetropolitan area;*;54830;48510;56410;55920;*;*;*;*;*;*
15-1031;ME;Southwest Maine nonmetropolitan area;*;62330;60620;58540;52570;*;*;*;*;*;*
15-1032;ME;Southwest Maine nonmetropolitan area;*;69980;68040;65280;63810;*;*;*;*;*;*
15-1041;ME;Southwest Maine nonmetropolitan area;*;41360;39620;40540;38410;*;*;*;*;*;*
15-1051;ME;Southwest Maine nonmetropolitan area;*;64590;64030;62740;57690;*;*;*;*;*;*
15-1061;ME;Southwest Maine nonmetropolitan area;*;55560;58530;53320;53120;*;*;*;*;*;*
15-1071;ME;Southwest Maine nonmetropolitan area;*;57370;57570;56820;52650;*;*;*;*;*;*
15-1081;ME;Southwest Maine nonmetropolitan area;*;56580;61020;55340;54010;*;*;*;*;*;*
15-1099;ME;Southwest Maine nonmetropolitan area;*;70850;66670;61820;58570;*;*;*;*;*;*
15-1121;ME;Southwest Maine nonmetropolitan area;60580;*;*;*;*;*;*;*;*;*;*
15-1131;ME;Southwest Maine nonmetropolitan area;49000;*;*;*;*;*;*;*;*;*;*
15-1132;ME;Southwest Maine nonmetropolitan area;64940;*;*;*;*;*;*;*;*;*;*
15-1133;ME;Southwest Maine nonmetropolitan area;63360;*;*;*;*;*;*;*;*;*;*
15-1141;ME;Southwest Maine nonmetropolitan area;53060;*;*;*;*;*;*;*;*;*;*
15-1142;ME;Southwest Maine nonmetropolitan area;55480;*;*;*;*;*;*;*;*;*;*
15-1150;ME;Southwest Maine nonmetropolitan area;44920;*;*;*;*;*;*;*;*;*;*
15-1179;ME;Southwest Maine nonmetropolitan area;55140;*;*;*;*;*;*;*;*;*;*
15-1799;ME;Southwest Maine nonmetropolitan area;72020;55270;-1;*;65400;*;*;*;*;*;*
17-0000;ME;Southwest Maine nonmetropolitan area;60350;59580;57920;55020;55620;*;*;*;*;*;*
17-2112;ME;Southwest Maine nonmetropolitan area;73850;70690;69980;69880;70640;*;*;*;*;*;*
17-3026;ME;Southwest Maine nonmetropolitan area;43820;45440;62260;63490;*;*;*;*;*;*;*
19-0000;ME;Southwest Maine nonmetropolitan area;53430;52860;54080;51140;48060;*;*;*;*;*;*
25-1021;ME;Southwest Maine nonmetropolitan area;*;*;51470;*;42760;*;*;*;*;*;*
27-0000;ME;Southwest Maine nonmetropolitan area;39250;38420;38790;34190;31930;*;*;*;*;*;*
27-1024;ME;Southwest Maine nonmetropolitan area;36440;33230;31140;28780;29080;*;*;*;*;*;*
27-3042;ME;Southwest Maine nonmetropolitan area;*;*;*;*;52640;*;*;*;*;*;*
29-2071;ME;Southwest Maine nonmetropolitan area;32090;31780;32210;31910;30210;*;*;*;*;*;*
41-4011;ME;Southwest Maine nonmetropolitan area;-1;-1;-1;70020;62160;*;*;*;*;*;*
43-9011;ME;Southwest Maine nonmetropolitan area;31540;34160;33870;32270;34020;*;*;*;*;*;*
43-9021;ME;Southwest Maine nonmetropolitan area;25220;24760;25870;23990;23250;*;*;*;*;*;*
43-9031;ME;Southwest Maine nonmetropolitan area;25710;25750;*;*;35130;*;*;*;*;*;*
45-0000;ME;Southwest Maine nonmetropolitan area;31010;29450;31950;30970;30070;*;*;*;*;*;*
49-2011;ME;Southwest Maine nonmetropolitan area;40190;37290;36170;34260;35450;*;*;*;*;*;*
51-4011;ME;Southwest Maine nonmetropolitan area;40850;*;-1;42350;34790;*;*;*;*;*;*
51-4012;ME;Southwest Maine nonmetropolitan area;*;*;*;*;43670;*;31910;30860;30220;28580;*
11-3021;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;67850;63320;61750;64940;59750
13-0000;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;45940;46730;42210;42210;41670
15-0000;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;44870;47250;47430;43360;43630
15-1021;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;44700;48100;49570;48550;49120
15-1031;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;*;59980;61640;*;*
15-1041;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;32200;32900;31190;30830;29390
15-1051;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;51850;49910;49270;*;*
15-1071;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;51550;44080;43530;43330;42280
15-1081;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;56820;52230;51580;*;*
17-0000;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;51580;47840;48030;47660;46510
17-2112;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;60750;60250;*;*;*
19-0000;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;47820;43220;44370;40880;38010
27-0000;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;29470;30450;28660;25410;25260
27-1024;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;31470;31890;31900;31220;30930
29-2071;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;26270;26930;26990;25400;24520
41-4011;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;81920;62550;60610;40410;37450
43-9011;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;28680;28220;27230;27040;24970
43-9021;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;20640;19910;18800;19350;18210
43-9031;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;31480;*;*;*;*
45-0000;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;18220;*;*;*;23800
49-2011;ME;Lewiston-Auburn, ME MSA;*;*;*;*;*;*;35000;*;*;*;*
00-0000;ME;Portland, ME MSA;*;*;*;*;*;*;37070;36340;35310;33600;*
11-3021;ME;Portland, ME MSA;*;*;*;*;*;*;81540;75030;71430;73230;72830
13-0000;ME;Portland, ME MSA;*;*;*;*;*;*;50040;48530;45550;44130;42670
13-1111;ME;Portland, ME MSA;*;*;*;*;*;*;59550;56410;52570;49080;49180
15-0000;ME;Portland, ME MSA;*;*;*;*;*;*;58170;55990;54580;52950;49400
15-1021;ME;Portland, ME MSA;*;*;*;*;*;*;54510;55160;55770;56990;56540
15-1031;ME;Portland, ME MSA;*;*;*;*;*;*;70030;65690;64600;56240;58530
15-1032;ME;Portland, ME MSA;*;*;*;*;*;*;71150;65900;63530;63570;58980
15-1041;ME;Portland, ME MSA;*;*;*;*;*;*;39900;38060;37120;35790;33330
15-1051;ME;Portland, ME MSA;*;*;*;*;*;*;65420;62120;*;60000;51210
15-1061;ME;Portland, ME MSA;*;*;*;*;*;*;64690;58880;57670;60540;57610
15-1071;ME;Portland, ME MSA;*;*;*;*;*;*;56540;53630;50920;50300;46870
15-1081;ME;Portland, ME MSA;*;*;*;*;*;*;55500;48920;51370;48630;47080
15-1099;ME;Portland, ME MSA;*;*;*;*;*;*;60420;*;*;*;*
15-2031;ME;Portland, ME MSA;*;*;*;*;*;*;62790;55900;48600;47980;44800
17-0000;ME;Portland, ME MSA;*;*;*;*;*;*;56120;51470;50590;50080;49490
17-2112;ME;Portland, ME MSA;*;*;*;*;*;*;58050;53720;53990;49120;46550
17-3026;ME;Portland, ME MSA;*;*;*;*;*;*;*;*;32310;33300;32570
19-0000;ME;Portland, ME MSA;*;*;*;*;*;*;50170;49220;53330;46490;41700
25-1021;ME;Portland, ME MSA;*;*;*;*;*;*;*;45290;46830;*;42740
27-0000;ME;Portland, ME MSA;*;*;*;*;*;*;39730;42450;41650;37200;33920
27-1014;ME;Portland, ME MSA;*;*;*;*;*;*;*;*;*;*;42880
27-1024;ME;Portland, ME MSA;*;*;*;*;*;*;38460;37880;37550;37860;35000
27-3042;ME;Portland, ME MSA;*;*;*;*;*;*;*;53950;50510;*;48450
29-2071;ME;Portland, ME MSA;*;*;*;*;*;*;27420;23380;23320;22740;21260
41-4011;ME;Portland, ME MSA;*;*;*;*;*;*;56560;69920;62920;55590;47100
43-9011;ME;Portland, ME MSA;*;*;*;*;*;*;31880;31270;31090;31590;32630
43-9021;ME;Portland, ME MSA;*;*;*;*;*;*;23800;23360;22580;22130;21460
43-9031;ME;Portland, ME MSA;*;*;*;*;*;*;32110;30990;31480;*;33070
45-0000;ME;Portland, ME MSA;*;*;*;*;*;*;27630;27160;25770;24500;22160
49-2011;ME;Portland, ME MSA;*;*;*;*;*;*;37520;37670;33610;38090;37810
51-4011;ME;Portland, ME MSA;*;*;*;*;*;*;28950;27160;27400;26340;27610
51-4012;ME;Portland, ME MSA;*;*;*;*;*;*;*;46670;*;*;*
00-0000;ME;Bangor, ME;38860;37230;36470;35480;34330;32980;*;*;*;*;*
11-3021;ME;Bangor, ME;89310;86380;81140;80110;72200;67870;*;*;*;*;*
13-0000;ME;Bangor, ME;59220;54440;53360;48910;47070;47450;*;*;*;*;*
13-1111;ME;Bangor, ME;61740;60170;53850;*;61090;58740;*;*;*;*;*
15-0000;ME;Bangor, ME;54800;56840;54380;51930;56550;48500;*;*;*;*;*
15-1021;ME;Bangor, ME;*;49620;50140;*;-1;48550;*;*;*;*;*
15-1031;ME;Bangor, ME;*;68680;63530;58640;58270;59290;*;*;*;*;*
15-1032;ME;Bangor, ME;*;81180;73820;*;*;*;*;*;*;*;*
15-1041;ME;Bangor, ME;*;40830;38040;37890;35400;33870;*;*;*;*;*
15-1051;ME;Bangor, ME;*;65930;60320;61550;56710;54200;*;*;*;*;*
15-1061;ME;Bangor, ME;*;*;*;44430;42620;43810;*;*;*;*;*
15-1071;ME;Bangor, ME;*;58310;57140;53510;51700;51130;*;*;*;*;*
15-1081;ME;Bangor, ME;*;55960;58140;65310;75730;64660;*;*;*;*;*
15-1099;ME;Bangor, ME;*;65860;63090;*;*;*;*;*;*;*;*
15-1121;ME;Bangor, ME;58250;*;*;*;*;*;*;*;*;*;*
15-1131;ME;Bangor, ME;51330;*;*;*;*;*;*;*;*;*;*
15-1132;ME;Bangor, ME;71420;*;*;*;*;*;*;*;*;*;*
15-1133;ME;Bangor, ME;81220;*;*;*;*;*;*;*;*;*;*
15-1142;ME;Bangor, ME;57800;*;*;*;*;*;*;*;*;*;*
15-1150;ME;Bangor, ME;41980;*;*;*;*;*;*;*;*;*;*
15-1179;ME;Bangor, ME;56310;*;*;*;*;*;*;*;*;*;*
15-1799;ME;Bangor, ME;64550;*;*;*;*;*;*;*;*;*;*
17-0000;ME;Bangor, ME;57540;58420;57490;50080;47530;47150;*;*;*;*;*
17-2112;ME;Bangor, ME;75970;77400;75710;*;*;*;*;*;*;*;*
19-0000;ME;Bangor, ME;51910;50380;48290;48960;47610;46450;*;*;*;*;*
25-1021;ME;Bangor, ME;79970;80630;77210;75620;*;*;*;*;*;*;*
27-0000;ME;Bangor, ME;34480;33330;31680;30090;29930;29780;*;*;*;*;*
27-1024;ME;Bangor, ME;39810;33950;35080;33140;30020;28190;*;*;*;*;*
29-2071;ME;Bangor, ME;32740;31860;32730;32560;29540;28540;*;*;*;*;*
41-4011;ME;Bangor, ME;*;62600;92750;84940;-1;50450;*;*;*;*;*
43-9011;ME;Bangor, ME;*;*;*;*;*;32570;*;*;*;*;*
43-9021;ME;Bangor, ME;26830;27820;25430;24700;23450;23460;*;*;*;*;*
43-9031;ME;Bangor, ME;*;*;*;*;33320;32960;*;*;*;*;*
45-0000;ME;Bangor, ME;31100;28500;30610;30380;30410;26140;*;*;*;*;*
49-2011;ME;Bangor, ME;34140;32780;34020;32680;32260;31910;*;*;*;*;*
51-4011;ME;Bangor, ME;33580;*;*;*;*;*;*;*;*;*;*
00-0000;ME;Lewiston-Auburn, ME;37100;36630;36150;34840;33440;32110;*;*;*;*;*
11-3021;ME;Lewiston-Auburn, ME;86160;85810;86720;81230;75790;75510;*;*;*;*;*
13-0000;ME;Lewiston-Auburn, ME;54140;54430;55080;51470;49340;47640;*;*;*;*;*
13-1111;ME;Lewiston-Auburn, ME;78140;82000;83030;*;*;70310;*;*;*;*;*
15-0000;ME;Lewiston-Auburn, ME;54710;52900;51970;55590;50490;48630;*;*;*;*;*
15-1021;ME;Lewiston-Auburn, ME;*;*;*;73190;*;57100;*;*;*;*;*
15-1031;ME;Lewiston-Auburn, ME;*;64090;63240;59540;*;54830;*;*;*;*;*
15-1041;ME;Lewiston-Auburn, ME;*;38590;38070;38110;34740;34120;*;*;*;*;*
15-1051;ME;Lewiston-Auburn, ME;*;57190;56750;65290;54450;58420;*;*;*;*;*
15-1071;ME;Lewiston-Auburn, ME;*;57040;56000;56950;56960;53180;*;*;*;*;*
15-1081;ME;Lewiston-Auburn, ME;*;60700;61880;53940;51670;53750;*;*;*;*;*
15-1121;ME;Lewiston-Auburn, ME;58580;*;*;*;*;*;*;*;*;*;*
15-1132;ME;Lewiston-Auburn, ME;68850;*;*;*;*;*;*;*;*;*;*
15-1142;ME;Lewiston-Auburn, ME;54360;*;*;*;*;*;*;*;*;*;*
15-1150;ME;Lewiston-Auburn, ME;40900;*;*;*;*;*;*;*;*;*;*
15-1179;ME;Lewiston-Auburn, ME;63230;*;*;*;*;*;*;*;*;*;*
17-0000;ME;Lewiston-Auburn, ME;59190;60810;58450;54920;51860;49050;*;*;*;*;*
17-2112;ME;Lewiston-Auburn, ME;63590;70770;77480;*;*;*;*;*;*;*;*
17-3026;ME;Lewiston-Auburn, ME;*;*;43120;*;*;*;*;*;*;*;*
19-0000;ME;Lewiston-Auburn, ME;50860;58840;56390;53150;47000;47510;*;*;*;*;*
27-0000;ME;Lewiston-Auburn, ME;30180;30210;33560;34010;30650;28640;*;*;*;*;*
27-1024;ME;Lewiston-Auburn, ME;36550;34390;31660;32320;33850;31020;*;*;*;*;*
29-2071;ME;Lewiston-Auburn, ME;35540;32470;34000;30600;27720;26250;*;*;*;*;*
41-4011;ME;Lewiston-Auburn, ME;73270;*;69040;63110;68050;68170;*;*;*;*;*
43-9011;ME;Lewiston-Auburn, ME;*;32500;32780;30550;*;*;*;*;*;*;*
43-9021;ME;Lewiston-Auburn, ME;26160;24620;24480;24680;23570;21950;*;*;*;*;*
43-9031;ME;Lewiston-Auburn, ME;*;*;*;*;33470;*;*;*;*;*;*
45-0000;ME;Lewiston-Auburn, ME;27950;31010;26880;25250;*;18290;*;*;*;*;*
49-2011;ME;Lewiston-Auburn, ME;35890;33920;35330;39840;*;35340;*;*;*;*;*
00-0000;ME;Portland-South Portland-Biddeford, ME;42670;41620;40830;39800;38320;36920;*;*;*;*;*
11-3021;ME;Portland-South Portland-Biddeford, ME;100650;102670;107160;100650;93620;88900;*;*;*;*;*
13-0000;ME;Portland-South Portland-Biddeford, ME;59730;56940;57530;57930;56550;52090;*;*;*;*;*
13-1081;ME;Portland-South Portland-Biddeford, ME;54960;*;58840;51650;48260;*;*;*;*;*;*
13-1111;ME;Portland-South Portland-Biddeford, ME;70100;65740;74100;76200;73250;59250;*;*;*;*;*
15-0000;ME;Portland-South Portland-Biddeford, ME;66710;64970;63870;62860;60660;59340;*;*;*;*;*
15-1021;ME;Portland-South Portland-Biddeford, ME;*;60030;68090;64290;58660;53390;*;*;*;*;*
15-1031;ME;Portland-South Portland-Biddeford, ME;*;65600;64210;65210;71450;72430;*;*;*;*;*
15-1032;ME;Portland-South Portland-Biddeford, ME;*;86510;79680;76050;71910;71300;*;*;*;*;*
15-1041;ME;Portland-South Portland-Biddeford, ME;*;44390;43320;42150;40000;38370;*;*;*;*;*
15-1051;ME;Portland-South Portland-Biddeford, ME;*;75280;76180;75770;73100;69040;*;*;*;*;*
15-1061;ME;Portland-South Portland-Biddeford, ME;*;75890;68930;69610;65040;64080;*;*;*;*;*
15-1071;ME;Portland-South Portland-Biddeford, ME;*;64170;62420;61650;55910;56150;*;*;*;*;*
15-1081;ME;Portland-South Portland-Biddeford, ME;*;69000;72250;64170;66420;64440;*;*;*;*;*
15-1099;ME;Portland-South Portland-Biddeford, ME;*;59680;57190;55140;54640;61020;*;*;*;*;*
15-1121;ME;Portland-South Portland-Biddeford, ME;72610;*;*;*;*;*;*;*;*;*;*
15-1131;ME;Portland-South Portland-Biddeford, ME;64530;*;*;*;*;*;*;*;*;*;*
15-1132;ME;Portland-South Portland-Biddeford, ME;75460;*;*;*;*;*;*;*;*;*;*
15-1133;ME;Portland-South Portland-Biddeford, ME;88520;*;*;*;*;*;*;*;*;*;*
15-1141;ME;Portland-South Portland-Biddeford, ME;73110;*;*;*;*;*;*;*;*;*;*
15-1142;ME;Portland-South Portland-Biddeford, ME;63510;*;*;*;*;*;*;*;*;*;*
15-1150;ME;Portland-South Portland-Biddeford, ME;45940;*;*;*;*;*;*;*;*;*;*
15-1179;ME;Portland-South Portland-Biddeford, ME;72840;*;*;*;*;*;*;*;*;*;*
15-1799;ME;Portland-South Portland-Biddeford, ME;59830;*;*;*;*;*;*;*;*;*;*
15-2031;ME;Portland-South Portland-Biddeford, ME;63310;65450;65090;64220;64570;61010;*;*;*;*;*
17-0000;ME;Portland-South Portland-Biddeford, ME;65860;63380;60040;57390;58420;56750;*;*;*;*;*
17-2112;ME;Portland-South Portland-Biddeford, ME;75850;72990;73800;70850;66960;60870;*;*;*;*;*
17-3026;ME;Portland-South Portland-Biddeford, ME;54560;54030;48740;55770;50910;45410;*;*;*;*;*
19-0000;ME;Portland-South Portland-Biddeford, ME;64630;63360;58720;57210;52130;50690;*;*;*;*;*
25-1021;ME;Portland-South Portland-Biddeford, ME;*;62520;*;*;*;*;*;*;*;*;*
27-0000;ME;Portland-South Portland-Biddeford, ME;40820;41400;40650;39880;36810;38370;*;*;*;*;*
27-1014;ME;Portland-South Portland-Biddeford, ME;*;*;44460;42350;*;*;*;*;*;*;*
27-1024;ME;Portland-South Portland-Biddeford, ME;45670;44990;40720;39090;39200;39710;*;*;*;*;*
29-2071;ME;Portland-South Portland-Biddeford, ME;30100;31060;31400;30600;29860;28350;*;*;*;*;*
41-4011;ME;Portland-South Portland-Biddeford, ME;66470;59980;67830;68490;58990;49540;*;*;*;*;*
43-9011;ME;Portland-South Portland-Biddeford, ME;39240;39910;37170;35330;33410;32860;*;*;*;*;*
43-9021;ME;Portland-South Portland-Biddeford, ME;29910;30760;27220;26220;24980;24290;*;*;*;*;*
43-9031;ME;Portland-South Portland-Biddeford, ME;-1;33490;32920;33480;36180;33790;*;*;*;*;*
45-0000;ME;Portland-South Portland-Biddeford, ME;31570;30630;30370;29800;31260;27290;*;*;*;*;*
49-2011;ME;Portland-South Portland-Biddeford, ME;35650;36830;34300;33880;28310;36150;*;*;*;*;*
51-4011;ME;Portland-South Portland-Biddeford, ME;36900;38200;36810;34810;*;32050;*;*;*;*;*
51-4012;ME;Portland-South Portland-Biddeford, ME;*;*;*;*;*;45450;40580;38870;37940;36020;*
11-3021;MD;Baltimore, MD PMSA;*;*;*;*;*;*;95180;86890;82080;80360;80320
13-0000;MD;Baltimore, MD PMSA;*;*;*;*;*;*;57950;55180;53020;50260;47990
13-1081;MD;Baltimore, MD PMSA;*;*;*;*;*;*;66120;*;*;*;*
13-1111;MD;Baltimore, MD PMSA;*;*;*;*;*;*;66380;72360;70660;61310;56310
15-0000;MD;Baltimore, MD PMSA;*;*;*;*;*;*;70610;67190;65040;62640;57710
15-1011;MD;Baltimore, MD PMSA;*;*;*;*;*;*;78220;77340;75240;71030;70630
15-1021;MD;Baltimore, MD PMSA;*;*;*;*;*;*;63740;56580;56090;52790;54350
15-1031;MD;Baltimore, MD PMSA;*;*;*;*;*;*;85610;86840;80650;82330;72800
15-1032;MD;Baltimore, MD PMSA;*;*;*;*;*;*;89790;79270;78000;77740;71500
15-1041;MD;Baltimore, MD PMSA;*;*;*;*;*;*;44610;43620;42850;44240;40740
15-1051;MD;Baltimore, MD PMSA;*;*;*;*;*;*;71420;68380;67940;66500;63480
15-1061;MD;Baltimore, MD PMSA;*;*;*;*;*;*;71550;73480;61470;61920;53900
15-1071;MD;Baltimore, MD PMSA;*;*;*;*;*;*;67580;60470;59500;56990;52050
15-1081;MD;Baltimore, MD PMSA;*;*;*;*;*;*;66520;63340;60710;59530;59300
15-1099;MD;Baltimore, MD PMSA;*;*;*;*;*;*;73060;*;*;*;*
15-2031;MD;Baltimore, MD PMSA;*;*;*;*;*;*;72500;67680;67650;61900;62770
17-0000;MD;Baltimore, MD PMSA;*;*;*;*;*;*;63790;58580;57570;56980;51960
17-2061;MD;Baltimore, MD PMSA;*;*;*;*;*;*;75050;*;*;68370;63920
17-2112;MD;Baltimore, MD PMSA;*;*;*;*;*;*;71670;65210;65170;62610;61610
17-3026;MD;Baltimore, MD PMSA;*;*;*;*;*;*;42540;36000;41070;35110;33250
19-0000;MD;Baltimore, MD PMSA;*;*;*;*;*;*;55520;49400;49590;48570;45880
25-1021;MD;Baltimore, MD PMSA;*;*;*;*;*;*;56190;62220;59500;62880;62940
27-0000;MD;Baltimore, MD PMSA;*;*;*;*;*;*;40220;38370;38500;38640;36150
27-1014;MD;Baltimore, MD PMSA;*;*;*;*;*;*;46810;45600;44070;43960;40660
27-1024;MD;Baltimore, MD PMSA;*;*;*;*;*;*;40410;39310;37890;39120;37320
27-3042;MD;Baltimore, MD PMSA;*;*;*;*;*;*;55600;56070;56470;52550;51800
29-2071;MD;Baltimore, MD PMSA;*;*;*;*;*;*;33590;30130;28830;26540;26590
41-4011;MD;Baltimore, MD PMSA;*;*;*;*;*;*;77320;90760;88270;77500;49390
43-9011;MD;Baltimore, MD PMSA;*;*;*;*;*;*;35380;35380;34440;34530;33410
43-9021;MD;Baltimore, MD PMSA;*;*;*;*;*;*;25580;23920;23780;22800;22020
43-9031;MD;Baltimore, MD PMSA;*;*;*;*;*;*;38200;40000;36500;34290;32020
45-0000;MD;Baltimore, MD PMSA;*;*;*;*;*;*;23370;21950;22060;21720;21650
49-2011;MD;Baltimore, MD PMSA;*;*;*;*;*;*;38510;36050;37910;35240;33130
51-4011;MD;Baltimore, MD PMSA;*;*;*;*;*;*;32840;28650;28630;28130;30480
51-4012;MD;Baltimore, MD PMSA;*;*;*;*;*;*;45490;46050;44340;42340;40000
00-0000;MD;Baltimore-Towson, MD;49910;48670;47030;45220;43230;41250;*;*;*;*;*
11-3021;MD;Baltimore-Towson, MD;118080;119600;117830;117130;109340;104000;*;*;*;*;*
13-0000;MD;Baltimore-Towson, MD;72110;69840;67560;64410;61860;59500;*;*;*;*;*
13-1081;MD;Baltimore-Towson, MD;85140;78490;74560;68740;71260;64270;*;*;*;*;*
13-1111;MD;Baltimore-Towson, MD;94350;89060;80840;79200;73810;72140;*;*;*;*;*
15-0000;MD;Baltimore-Towson, MD;84080;83250;81810;79850;75660;72810;*;*;*;*;*
15-1011;MD;Baltimore-Towson, MD;*;98330;95200;93650;86650;85960;*;*;*;*;*
15-1021;MD;Baltimore-Towson, MD;*;77280;76590;74960;70730;66750;*;*;*;*;*
15-1031;MD;Baltimore-Towson, MD;*;96890;94870;96110;87900;86110;*;*;*;*;*
15-1032;MD;Baltimore-Towson, MD;*;97820;100130;99800;100080;100010;*;*;*;*;*
15-1041;MD;Baltimore-Towson, MD;*;51720;50470;47980;45930;43420;*;*;*;*;*
15-1051;MD;Baltimore-Towson, MD;*;84960;87080;79410;76130;72570;*;*;*;*;*
15-1061;MD;Baltimore-Towson, MD;*;85340;85520;86560;76330;73280;*;*;*;*;*
15-1071;MD;Baltimore-Towson, MD;*;80610;75870;74890;70740;66630;*;*;*;*;*
15-1081;MD;Baltimore-Towson, MD;*;83430;78900;75430;70350;68920;*;*;*;*;*
15-1099;MD;Baltimore-Towson, MD;*;92380;88130;82770;81110;71220;*;*;*;*;*
15-1111;MD;Baltimore-Towson, MD;102300;*;*;*;*;*;*;*;*;*;*
15-1121;MD;Baltimore-Towson, MD;87470;*;*;*;*;*;*;*;*;*;*
15-1131;MD;Baltimore-Towson, MD;76500;*;*;*;*;*;*;*;*;*;*
15-1132;MD;Baltimore-Towson, MD;94560;*;*;*;*;*;*;*;*;*;*
15-1133;MD;Baltimore-Towson, MD;101200;*;*;*;*;*;*;*;*;*;*
15-1141;MD;Baltimore-Towson, MD;77250;*;*;*;*;*;*;*;*;*;*
15-1142;MD;Baltimore-Towson, MD;80670;*;*;*;*;*;*;*;*;*;*
15-1150;MD;Baltimore-Towson, MD;53040;*;*;*;*;*;*;*;*;*;*
15-1179;MD;Baltimore-Towson, MD;92090;*;*;*;*;*;*;*;*;*;*
