OCC,STATE,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
27-1024,TX,11020,10850,11340,10780,9970,10770,9470,9650,8610,8150,7900
27-3042,TX,3340,3320,3290,3420,3390,3580,3910,3450,3820,4140,4390
29-2071,TX,14710,13400,11570,10510,9690,8760,8670,9070,9090,10600,11600
41-4011,TX,31790,33700,32010,27720,25630,23310,23470,25640,25230,28480,25240
43-9011,TX,5170,6060,7250,8690,7960,8980,9170,9480,11110,11500,12420
43-9021,TX,18310,19220,20910,22720,23790,23040,22550,24860,26290,26940,28630
43-9031,TX,1060,1390,1720,1910,2230,*,2070,2090,1940,1820,1970
45-0000,TX,16160,15090,16390,15850,17650,17420,18840,20210,21960,24790,23650
49-2011,TX,10330,10400,11370,12940,14860,14350,14450,12700,11460,12930,10670
51-4011,TX,7510,8410,8880,9230,9650,10550,9710,8120,6630,7990,7830
51-4012,TX,1210,1120,1100,1040,1150,1120,900,760,900,950,1060
11-3021,UT,1960,2070,2100,1960,1750,1850,1980,1920,1720,1800,1770
13-0000,UT,52540,52040,52490,52040,48810,44630,41000,37890,34900,34770,31980
13-1081,UT,1460,1470,1590,1390,1350,280,360,*,*,*,*
13-1111,UT,3560,3430,2670,2310,1770,2070,1790,2010,1980,1770,1760
15-0000,UT,32100,32190,33040,31990,30680,27530,27790,27320,25210,28680,33000
15-1011,UT,*,510,480,*,130,200,270,270,280,360,470
15-1021,UT,*,6150,6600,6250,6290,5760,5520,4550,3930,4250,4060
15-1031,UT,*,4840,4610,4000,3250,3030,2810,2610,2560,3340,4040
15-1032,UT,*,3240,4340,5220,5000,3770,3950,3150,1810,-1,-1
15-1041,UT,*,7510,6830,5980,5470,5080,5020,6360,5660,7660,10940
15-1051,UT,*,2400,2520,2650,2880,3860,4140,3850,3040,3270,2710
15-1061,UT,*,950,950,760,830,550,590,580,560,630,590
15-1071,UT,*,2670,2670,2480,2000,1780,1890,1750,1710,1540,1320
15-1081,UT,*,1170,1440,1700,1930,1820,1510,1430,980,1040,810
15-1099,UT,*,1780,1780,1710,2280,950,1130,*,*,*,*
15-1111,UT,270,*,*,*,*,*,*,*,*,*,*
15-1121,UT,3240,*,*,*,*,*,*,*,*,*,*
15-1131,UT,4890,*,*,*,*,*,*,*,*,*,*
15-1132,UT,4100,*,*,*,*,*,*,*,*,*,*
15-1133,UT,3110,*,*,*,*,*,*,*,*,*,*
15-1141,UT,1010,*,*,*,*,*,*,*,*,*,*
15-1142,UT,2370,*,*,*,*,*,*,*,*,*,*
15-1150,UT,8650,*,*,*,*,*,*,*,*,*,*
15-1179,UT,1600,*,*,*,*,*,*,*,*,*,*
15-1799,UT,1850,*,*,*,*,*,*,*,*,*,*
15-2031,UT,620,670,570,570,460,500,650,-1,-1,-1,-1
17-0000,UT,22190,22560,23740,23210,22170,20270,19890,19110,19050,18570,17580
17-2061,UT,*,1100,1110,1140,*,*,*,*,480,700,340
17-2112,UT,1440,1450,1900,1920,1890,1690,1550,1350,990,1010,930
17-3026,UT,510,520,570,710,730,750,660,840,880,690,830
19-0000,UT,9720,12320,12880,12690,13440,12540,11270,10890,10920,10880,9640
25-1021,UT,520,420,360,350,360,380,360,410,190,160,140
27-0000,UT,16580,17610,17740,16940,16170,14450,14400,13220,13800,14870,13760
27-1014,UT,220,160,300,350,410,200,260,350,590,860,860
27-1024,UT,2210,2410,2560,2490,2210,2170,2080,1460,1160,1150,1030
27-3042,UT,520,690,690,800,920,-1,660,-1,410,430,430
29-2071,UT,1730,1800,2000,2080,2660,2930,*,*,1400,1050,930
41-4011,UT,5090,4540,4900,5330,5340,4600,4050,4710,3960,3980,4970
43-9011,UT,890,1020,1010,1130,1080,1240,1130,1460,1810,1720,1570
43-9021,UT,4650,4950,4690,4540,3870,3190,2470,2880,4730,5260,6440
43-9031,UT,230,260,200,220,370,430,420,430,220,220,160
45-0000,UT,1050,1110,1360,1280,1280,1480,1230,1730,2120,2460,2440
49-2011,UT,700,790,850,940,860,560,710,1210,1390,1480,1390
51-4011,UT,480,480,600,430,440,570,430,630,510,880,-1
51-4012,UT,60,110,110,80,60,50,70,50,60,120,130
11-3021,VT,440,380,360,300,310,340,370,280,250,270,290
13-0000,VT,12330,11510,11610,11150,10870,9860,9860,10330,9980,9680,8900
13-1081,VT,200,190,200,180,*,*,*,*,*,*,*
13-1111,VT,650,600,530,470,450,460,470,530,520,400,180
15-0000,VT,6560,5990,5620,5750,6100,6200,6350,5570,5220,5420,4140
15-1021,VT,*,550,660,810,930,830,890,830,830,850,970
15-1031,VT,*,790,710,1020,900,1050,1260,1410,1210,1280,330
15-1032,VT,*,600,560,490,620,580,450,*,380,510,390
15-1041,VT,*,1550,1420,1280,1480,1550,1590,1030,980,1000,950
15-1051,VT,*,590,500,510,560,730,780,660,570,570,500
15-1061,VT,*,270,280,350,370,370,380,320,320,340,240
15-1071,VT,*,1040,920,790,690,670,610,500,410,420,420
15-1081,VT,*,310,290,250,240,240,230,290,260,240,170
15-1099,VT,*,140,120,110,130,30,*,*,*,*,*
15-1121,VT,490,*,*,*,*,*,*,*,*,*,*
15-1131,VT,440,*,*,*,*,*,*,*,*,*,*
15-1132,VT,910,*,*,*,*,*,*,*,*,*,*
15-1133,VT,780,*,*,*,*,*,*,*,*,*,*
15-1141,VT,270,*,*,*,*,*,*,*,*,*,*
15-1142,VT,1160,*,*,*,*,*,*,*,*,*,*
15-1150,VT,1730,*,*,*,*,*,*,*,*,*,*
15-1179,VT,410,*,*,*,*,*,*,*,*,*,*
15-1799,VT,150,*,-1,-1,70,40,40,40,70,60,60
17-0000,VT,5770,5870,6150,5780,5920,5840,5930,6100,6420,6930,4970
17-2112,VT,400,370,370,330,360,360,330,220,240,270,450
17-3026,VT,90,90,100,80,110,110,140,*,*,*,530
19-0000,VT,2830,3700,3910,3880,3490,3270,3140,3250,3010,3480,1970
25-1021,VT,80,100,80,150,140,130,110,130,150,100,120
27-0000,VT,5200,5160,5700,5460,5030,4180,4380,4710,4240,4020,3650
27-1014,VT,*,*,*,-1,-1,-1,60,*,*,70,50
27-1024,VT,590,640,730,700,700,540,600,620,490,530,470
27-3042,VT,130,190,250,210,120,70,190,-1,250,180,160
29-2071,VT,480,500,560,560,500,410,340,320,260,330,380
41-4011,VT,520,590,640,650,770,680,650,570,450,480,540
43-9011,VT,140,230,260,360,350,330,430,450,490,470,370
43-9021,VT,490,450,560,670,730,850,840,910,960,730,670
43-9031,VT,80,110,130,160,140,130,210,180,160,170,180
45-0000,VT,820,930,850,900,890,*,910,840,890,1000,930
49-2011,VT,110,200,210,300,250,310,270,450,400,430,550
51-4011,VT,320,390,430,430,430,350,300,270,400,*,640
51-4012,VT,110,80,80,70,70,50,60,80,60,60,70
11-3021,VA,13160,12320,11070,9960,9540,10100,10580,9310,8920,10380,10720
13-0000,VA,231390,225160,217780,210050,202700,189440,183090,176830,158200,166740,159010
13-1081,VA,6350,5860,5400,4600,4420,2440,2320,*,*,*,*
13-1111,VA,44270,43850,39140,35210,34200,31760,31320,32850,24540,29090,26540
15-0000,VA,181260,181120,178720,178180,176240,166640,164870,147790,139860,143470,139880
15-1011,VA,*,3580,2660,2470,2500,2540,2780,2150,1870,1940,1830
15-1021,VA,*,11280,12650,14880,15310,16400,16960,19190,21450,28010,23500
15-1031,VA,*,31770,31830,33070,32930,29320,28650,25070,18480,17150,14910
15-1032,VA,*,28830,26060,24940,26140,24190,24370,17970,16600,16630,18390
15-1041,VA,*,18840,18750,19230,21570,22710,22520,20750,15890,17740,14280
15-1051,VA,*,35030,33590,31690,28420,31750,31140,24540,24660,25520,28380
15-1061,VA,*,4720,5450,5500,5420,4370,5220,5050,5450,6000,6300
15-1071,VA,*,18460,18550,17720,16690,14180,13660,11070,9830,10240,10270
15-1081,VA,*,13650,14160,12780,12400,11460,9320,7720,6130,5220,4890
15-1099,VA,*,9190,8850,9160,8450,*,4450,*,*,*,*
15-1111,VA,3360,*,*,*,*,*,*,*,*,*,*
15-1121,VA,32740,*,*,*,*,*,*,*,*,*,*
15-1131,VA,9700,*,*,*,*,*,*,*,*,*,*
15-1132,VA,28110,*,*,*,*,*,*,*,*,*,*
15-1133,VA,29740,*,*,*,*,*,*,*,*,*,*
15-1141,VA,4890,*,*,*,*,*,*,*,*,*,*
15-1142,VA,18730,*,*,*,*,*,*,*,*,*,*
15-1150,VA,21310,*,*,*,*,*,*,*,*,*,*
15-1179,VA,17730,*,*,*,*,*,*,*,*,*,*
15-1799,VA,9330,*,*,*,*,*,*,*,*,*,*
15-2031,VA,4260,4350,4510,4690,4730,4230,4270,4210,4400,4490,3700
17-0000,VA,79060,83120,84230,81880,80070,78710,77440,74000,73170,74920,82260
17-2061,VA,1840,1580,1950,2160,1980,1790,1660,1540,1890,2220,3130
17-2112,VA,4270,5760,5270,-1,4040,3810,3510,2940,2810,3650,3690
17-3026,VA,1230,1300,1570,1760,1530,1340,1410,940,990,1330,1810
19-0000,VA,27210,35130,35290,37100,38900,36870,34720,32390,31440,32410,30370
25-1021,VA,1590,1500,1500,1450,1250,1280,1280,1720,1780,1680,1240
27-0000,VA,50580,46370,47860,47940,48250,44700,43270,41330,40780,39450,40120
27-1014,VA,440,550,580,790,810,540,500,710,710,980,770
27-1024,VA,5560,5700,5890,5270,5600,5020,4950,4280,3550,3280,3420
27-3042,VA,2850,2590,2440,2560,2380,2570,2330,1710,1800,1760,1820
29-2071,VA,3740,3500,3540,3380,3280,3360,3690,3340,3190,3230,3010
41-4011,VA,7550,7130,8280,8970,9950,8860,8710,9770,9100,8110,9310
43-9011,VA,2170,2670,3090,3180,3310,3340,3450,4760,5590,6310,7120
43-9021,VA,5950,6050,6810,5990,6470,7300,8270,10370,10970,12500,13060
43-9031,VA,590,510,590,840,1100,1280,1480,1010,860,1300,1010
45-0000,VA,5340,5410,6110,5750,5880,5520,5540,6290,5300,5750,6040
49-2011,VA,3690,3780,4160,4550,5400,4920,5460,5260,4570,4860,3980
51-4011,VA,1300,1460,1560,1720,1640,1650,1460,1530,1820,2580,2830
51-4012,VA,150,140,150,170,290,450,300,350,240,300,250
11-3021,WA,8600,8670,6920,6410,4720,4410,4680,4740,4980,5410,5830
13-0000,WA,139760,136700,136130,131240,125980,121350,119020,121310,116460,116450,112080
13-1081,WA,5320,4040,4000,3340,2840,2210,2180,*,*,*,*
13-1111,WA,11990,11750,11240,9660,9140,8180,8020,9260,9660,9750,9950
15-0000,WA,108130,111960,106950,102970,93500,88480,87140,81680,83870,83650,92370
15-1011,WA,*,1660,1470,1330,950,790,800,360,330,320,340
15-1021,WA,*,10600,10640,11090,10920,11760,11420,10450,12550,12090,11660
15-1031,WA,*,24010,25750,25550,23720,18020,18550,14970,12950,12880,14180
15-1032,WA,*,17920,16260,14050,*,*,12000,9820,9750,11340,12380
15-1041,WA,*,12200,12140,12210,12440,11420,10860,12300,14160,12940,12670
15-1051,WA,*,12870,11940,12400,11060,14390,13410,12890,11670,11290,13950
15-1061,WA,*,2490,2550,2890,2680,2300,2080,2030,2250,2330,2830
15-1071,WA,*,11420,9380,9290,8130,8140,7850,8010,6910,6610,8780
15-1081,WA,*,8960,7190,5900,4750,4380,4400,3750,4000,3940,4170
15-1099,WA,*,7800,7530,6320,5490,4530,4060,*,*,*,*
15-1111,WA,960,*,*,*,*,*,*,*,*,*,*
15-1121,WA,12100,*,*,*,*,*,*,*,*,*,*
15-1131,WA,8760,*,*,*,*,*,*,*,*,*,*
15-1132,WA,27130,*,*,*,*,*,*,*,*,*,*
15-1133,WA,15560,*,*,*,*,*,*,*,*,*,*
15-1141,WA,2310,*,*,*,*,*,*,*,*,*,*
15-1142,WA,9090,*,*,*,*,*,*,*,*,*,*
15-1150,WA,13540,*,*,*,*,*,*,*,*,*,*
15-1179,WA,8690,*,*,*,*,*,*,*,*,*,*
15-1799,WA,7720,*,*,*,*,*,*,*,*,*,*
15-2031,WA,1200,860,920,800,630,560,530,1130,*,2560,3440
17-0000,WA,76760,79790,81800,77300,73300,69960,66930,66960,69290,75840,73920
17-2061,WA,1540,1310,1600,*,*,1150,850,1030,1140,1340,1590
17-2112,WA,4990,4970,5270,3710,3510,3020,3020,2230,2050,2770,3050
17-3026,WA,1510,1610,1760,2180,*,*,*,1110,1230,1550,2050
19-0000,WA,36360,44460,44070,43680,42770,40430,38880,37700,34530,33190,31440
25-1021,WA,480,500,580,570,590,620,680,680,600,480,480
27-0000,WA,40010,40850,41130,41310,39350,37440,36390,38120,36100,36520,37770
27-1014,WA,2090,1490,1500,1300,1270,760,1060,-1,1420,1150,1380
27-1024,WA,3760,4220,4320,3990,3420,3170,3190,3620,3330,3600,4150
27-3042,WA,1580,1700,1630,1700,1630,1870,1570,1710,2090,2260,2930
29-2071,WA,4920,4470,4470,4540,4800,4830,4990,4160,3710,3300,3020
41-4011,WA,8690,9910,9330,9880,9800,11620,11630,12460,11810,13500,8040
43-9011,WA,1140,1250,1600,1760,1870,1910,2020,2390,2540,2800,3200
43-9021,WA,2960,3280,3760,3670,3710,4280,4510,4490,5190,5480,7450
43-9031,WA,410,520,470,510,450,410,460,520,720,780,850
45-0000,WA,14720,14960,14990,15030,15780,14930,13240,13220,15640,15420,17000
49-2011,WA,2190,1470,1630,2260,2580,2640,2560,2480,2820,2730,3040
51-4011,WA,2980,3050,3270,2900,2680,2220,2620,2510,1860,1790,1860
51-4012,WA,520,490,550,510,430,350,360,340,480,470,530
11-3021,WV,560,630,550,500,530,680,690,880,890,880,1020
13-0000,WV,19590,20380,20430,20040,20470,18900,18710,17680,16550,15390,14790
13-1081,WV,270,300,330,330,290,270,290,*,*,*,*
13-1111,WV,840,850,760,720,780,860,930,990,1010,750,610
15-0000,WV,8350,7620,7490,7040,7330,6780,6730,7110,7280,6500,6060
15-1011,WV,*,*,*,-1,50,60,80,50,*,*,-1
15-1021,WV,*,1350,1230,1060,1110,1180,1280,1310,1280,1130,1080
15-1031,WV,*,580,630,580,650,490,430,410,570,670,630
15-1032,WV,*,260,290,300,300,320,270,320,260,230,230
15-1041,WV,*,1590,1510,1190,1380,1260,1290,1740,-1,1100,1010
15-1051,WV,*,840,840,950,930,1690,1600,1420,1440,1310,1320
15-1061,WV,*,300,310,290,380,380,480,430,340,290,270
15-1071,WV,*,780,710,690,720,670,680,740,630,590,530
15-1081,WV,*,550,680,720,670,570,470,520,510,480,440
15-1099,WV,*,1260,1160,1120,1060,90,70,*,*,*,*
15-1121,WV,730,*,*,*,*,*,*,*,*,*,*
15-1131,WV,1290,*,*,*,*,*,*,*,*,*,*
15-1132,WV,640,*,*,*,*,*,*,*,*,*,*
15-1133,WV,420,*,*,*,*,*,*,*,*,*,*
15-1141,WV,330,*,*,*,*,*,*,*,*,*,*
15-1142,WV,850,*,*,*,*,*,*,*,*,*,*
15-1150,WV,2020,*,*,*,*,*,*,*,*,*,*
15-1179,WV,470,*,*,*,*,*,*,*,*,*,*
15-1799,WV,1390,*,*,*,*,*,*,*,*,*,*
15-2031,WV,140,30,40,*,40,*,40,60,60,40,-1
17-0000,WV,9040,9140,9270,9350,9330,8780,9270,9340,10050,9970,9790
17-2061,WV,100,80,90,80,80,90,140,160,150,80,40
17-2112,WV,550,430,450,490,500,500,460,510,470,500,400
17-3026,WV,240,160,170,90,130,110,110,190,200,240,-1
19-0000,WV,5630,6120,6310,6110,6550,6330,6300,6240,6730,6140,5830
25-1021,WV,210,110,110,90,170,220,220,220,200,170,140
27-0000,WV,5340,5290,5550,5710,5530,5420,5540,5700,5570,4620,4910
27-1014,WV,*,*,40,30,60,*,70,80,50,40,50
27-1024,WV,550,530,580,490,480,400,400,370,310,270,310
27-3042,WV,90,80,70,70,60,80,80,80,80,40,50
29-2071,WV,1260,1280,1250,1290,1310,1220,1110,1120,990,950,1100
41-4011,WV,950,930,790,930,1200,1160,1240,1840,1580,1440,1850
43-9011,WV,520,660,680,690,600,640,720,670,780,840,1080
43-9021,WV,1340,1810,1970,1970,1740,1580,1720,1660,2250,2850,2690
43-9031,WV,60,30,*,-1,110,90,120,160,170,70,40
45-0000,WV,960,1060,1230,1560,1710,1860,1810,1980,2660,1860,2160
49-2011,WV,690,450,520,570,710,660,750,790,700,610,530
51-4011,WV,150,190,190,150,150,220,210,300,280,230,160
51-4012,WV,*,*,*,*,*,*,*,*,*,70,40
11-3021,WI,5540,5450,5060,4570,4080,4180,4410,4440,4600,4410,5010
13-0000,WI,113250,111820,113040,114960,114390,108280,104850,96020,83870,78330,78110
13-1081,WI,1680,1720,1860,1890,1560,1310,1050,*,*,*,*
13-1111,WI,7990,7970,6460,6320,5190,5710,5460,4570,4600,3980,4900
15-0000,WI,57310,52570,51820,49750,48250,46120,47400,46490,44760,45010,43320
15-1011,WI,*,90,80,80,140,160,150,170,120,140,-1
15-1021,WI,*,6640,6790,6500,5910,5810,5730,5930,7130,7830,10090
15-1031,WI,*,9490,9390,8820,9130,8510,8410,-1,3510,3030,2940
15-1032,WI,*,3040,2960,2200,1720,1600,2210,1810,2100,2840,3310
15-1041,WI,*,8320,7920,8050,8150,8200,7810,7440,8070,8010,9020
15-1051,WI,*,8990,9210,9470,9420,9320,9810,12130,10820,11460,5800
15-1061,WI,*,1680,1690,1560,1370,1230,1350,1380,1620,1420,1570
15-1071,WI,*,5630,5200,4860,5020,4860,5030,4720,4240,4010,3900
15-1081,WI,*,6070,5930,-1,4290,3620,3730,2950,2290,2010,2220
15-1099,WI,*,1150,1120,1320,1250,1300,1500,*,*,*,*
15-1111,WI,100,*,*,*,*,*,*,*,*,*,*
15-1121,WI,9980,*,*,*,*,*,*,*,*,*,*
15-1131,WI,6650,*,*,*,*,*,*,*,*,*,*
15-1132,WI,9780,*,*,*,*,*,*,*,*,*,*
15-1133,WI,2680,*,*,*,*,*,*,*,*,*,*
15-1141,WI,1910,*,*,*,*,*,*,*,*,*,*
15-1142,WI,6510,*,*,*,*,*,*,*,*,*,*
15-1150,WI,11480,*,*,*,*,*,*,*,*,*,*
15-1179,WI,5600,*,*,*,*,*,*,*,*,*,*
15-1799,WI,1050,*,*,*,*,*,*,*,*,*,*
15-2031,WI,610,520,460,390,470,550,690,630,710,600,640
17-0000,WI,42690,46670,51630,51130,50400,48450,47510,47790,46280,45730,48840
17-2061,WI,500,500,760,1420,1300,970,670,700,790,730,670
17-2112,WI,5280,5840,6200,5740,5350,5090,4830,4580,3850,4190,4770
17-3026,WI,1940,2260,2310,-1,1770,1930,1640,1220,1260,1140,1270
19-0000,WI,19740,25490,25670,26760,25270,25720,24830,24580,25070,24450,20090
25-1021,WI,590,520,470,480,450,470,460,560,530,470,410
27-0000,WI,33350,34800,35210,34180,32510,32230,32660,31560,31040,30470,29910
27-1014,WI,390,460,660,630,630,380,380,450,480,530,530
27-1024,WI,4380,4570,5020,4860,4550,4270,4100,3890,3450,3660,3360
27-3042,WI,760,690,760,790,800,970,1010,850,880,710,700
29-2071,WI,4130,3830,3810,3390,3510,3250,3620,3690,4100,3470,3420
41-4011,WI,5430,6530,7660,7980,7450,7170,7320,6640,6970,6460,5950
43-9011,WI,1200,1360,1630,1640,1960,2090,2270,3150,3770,3980,4930
43-9021,WI,4060,4810,5090,5680,5580,6340,6150,6740,7360,6870,8490
43-9031,WI,510,580,710,910,980,1200,900,1000,1190,1180,1290
45-0000,WI,4930,5330,4880,4960,4970,4290,4320,4090,4330,5040,5530
49-2011,WI,1920,1990,2210,2150,1980,1880,1790,2220,2680,2520,2980
51-4011,WI,6080,6740,8450,8340,8750,7900,7130,7040,8140,8470,9600
51-4012,WI,1040,790,830,660,740,670,660,840,770,960,1060
11-3021,WY,170,180,190,190,220,220,240,240,220,240,230
13-0000,WY,7230,7350,7290,7070,6740,6270,6140,5600,5780,5710,5280
13-1081,WY,40,40,40,*,*,*,*,*,*,*,*
13-1111,WY,330,480,290,250,180,220,270,240,140,120,110
15-0000,WY,2210,2200,2210,2040,2070,1930,1790,1690,1860,1890,1910
15-1021,WY,*,130,120,150,150,160,130,210,330,290,280
15-1031,WY,*,170,190,200,230,180,190,190,110,130,120
15-1032,WY,*,70,100,120,60,60,50,40,*,40,60
15-1041,WY,*,490,460,420,410,380,390,390,640,670,850
15-1051,WY,*,470,350,370,250,340,230,230,200,220,180
15-1061,WY,*,90,90,50,50,-1,40,40,60,-1,50
15-1071,WY,*,310,300,230,360,340,340,290,210,170,180
15-1081,WY,*,240,240,140,130,150,180,170,140,70,50
15-1099,WY,*,170,280,300,400,250,230,*,*,*,*
15-1121,WY,380,*,*,*,*,*,*,*,*,*,*
15-1131,WY,110,*,*,*,*,*,*,*,*,*,*
15-1132,WY,180,*,*,*,*,*,*,*,*,*,*
15-1133,WY,60,*,*,*,*,*,*,*,*,*,*
15-1141,WY,100,*,*,*,*,*,*,*,*,*,*
15-1142,WY,350,*,*,*,*,*,*,*,*,*,*
15-1150,WY,640,*,*,*,*,*,*,*,*,*,*
15-1179,WY,170,*,*,*,*,*,*,*,*,*,*
15-1799,WY,170,30,40,*,*,*,*,*,*,*,*
17-0000,WY,5090,5040,5150,4650,4280,3920,3600,3470,3520,3390,3040
17-2112,WY,160,120,110,120,170,180,170,150,100,80,50
17-3026,WY,30,*,*,*,*,*,*,*,*,*,*
19-0000,WY,4170,4860,4750,4260,4280,4210,3540,3130,2970,3340,2790
25-1021,WY,40,50,50,50,60,70,70,60,50,30,*
27-0000,WY,2920,3130,2900,2570,2500,2740,2810,2280,2010,1840,1740
27-1024,WY,260,260,290,230,210,200,180,140,130,120,100
29-2071,WY,260,290,330,360,390,310,280,300,310,280,280
41-4011,WY,440,580,780,780,670,690,810,810,640,420,370
43-9011,WY,80,110,100,100,180,190,230,240,280,270,310
43-9021,WY,200,210,200,170,220,130,160,170,270,260,340
43-9031,WY,*,*,*,*,-1,30,40,*,*,*,*
45-0000,WY,360,400,380,420,430,360,390,480,690,710,720
49-2011,WY,200,200,190,220,170,130,150,170,210,240,220
51-4011,WY,*,-1,70,70,*,*,*,*,*,*,*
11-3021,GU,50,80,70,90,70,70,50,30,50,60,60
13-0000,GU,2250,2090,2060,2070,1980,1860,1860,1870,2080,2220,2090
13-1081,GU,*,*,*,*,50,*,*,*,*,*,*
13-1111,GU,140,140,120,130,120,*,120,120,60,80,70
15-0000,GU,620,480,460,360,360,320,330,300,380,310,260
15-1021,GU,*,*,*,*,*,30,30,40,*,50,40
15-1041,GU,*,230,210,120,110,90,100,80,80,90,80
15-1051,GU,*,40,40,50,50,60,60,60,80,60,70
15-1071,GU,*,60,40,40,*,30,*,*,-1,*,30
15-1081,GU,*,*,*,40,30,*,*,*,*,*,*
15-1099,GU,*,*,40,-1,40,*,*,*,*,*,*
15-1121,GU,60,*,*,*,*,*,*,*,*,*,*
15-1142,GU,90,*,*,*,*,*,*,*,*,*,*
15-1150,GU,320,*,*,*,*,50,40,*,*,*,*
17-0000,GU,860,870,810,920,860,790,820,820,910,760,750
19-0000,GU,350,360,370,420,270,320,280,270,290,380,290
27-0000,GU,660,580,540,520,580,450,470,400,510,600,590
27-1024,GU,70,90,90,80,60,50,50,40,40,50,40
29-2071,GU,80,80,100,90,50,50,40,40,50,40,40
41-4011,GU,*,40,50,80,50,50,60,70,50,60,60
43-9011,GU,80,50,80,90,80,100,90,70,60,60,50
43-9021,GU,110,140,120,110,70,80,90,100,80,110,90
45-0000,GU,*,*,*,-1,*,*,*,*,*,*,*
49-2011,GU,*,*,*,30,*,30,40,50,70,70,80
11-3021,PR,840,840,1020,1060,1130,1000,1040,1030,990,850,840
13-0000,PR,41980,43390,42310,38990,38060,36050,37520,33340,36800,33050,32450
13-1081,PR,310,270,300,260,280,140,190,*,*,*,*
13-1111,PR,800,770,820,760,1070,930,1080,780,590,620,570
15-0000,PR,9360,8720,9090,9190,9420,8220,8220,7380,6950,6240,6090
15-1021,PR,*,1780,1880,1900,1750,1900,1830,1780,1700,1490,1560
15-1031,PR,*,530,570,670,590,530,480,400,300,250,210
15-1032,PR,*,180,200,230,340,330,350,270,170,150,130
15-1041,PR,*,2000,2100,2060,2240,1850,2000,1510,1430,1420,1400
15-1051,PR,*,1150,1150,1310,1530,1360,1280,1260,1380,1020,1050
15-1061,PR,*,220,230,250,260,270,300,370,350,340,330
15-1071,PR,*,690,680,620,650,590,640,620,520,550,520
15-1081,PR,*,240,260,300,380,370,400,370,280,190,130
15-1099,PR,*,1530,1680,1530,1310,660,560,*,*,*,*
15-1121,PR,1110,*,*,*,*,*,*,*,*,*,*
15-1131,PR,1680,*,*,*,*,*,*,*,*,*,*
15-1132,PR,550,*,*,*,*,*,*,*,*,*,*
15-1133,PR,360,*,*,*,*,*,*,*,*,*,*
15-1141,PR,220,*,*,*,*,*,*,*,*,*,*
15-1142,PR,880,*,*,*,*,*,*,*,*,*,*
15-1150,PR,2630,*,*,*,*,*,*,*,*,*,*
15-1179,PR,430,*,*,*,*,*,*,*,*,*,*
15-1799,PR,1100,*,*,*,*,*,*,*,*,*,*
15-2031,PR,60,-1,*,*,*,*,30,50,*,*,*
17-0000,PR,12150,13280,12610,13790,13740,12580,12120,11600,11980,12300,12860
17-2061,PR,240,370,310,270,160,110,180,120,-1,30,*
17-2112,PR,2140,2140,1530,1400,1670,1770,1900,1950,1740,1590,1330
17-3026,PR,810,640,530,570,640,360,280,290,320,300,530
19-0000,PR,7160,9580,9590,10040,9910,9030,8820,8640,8540,7710,7320
25-1021,PR,220,170,120,110,190,210,-1,340,*,460,520
27-0000,PR,6590,7300,7320,6890,7110,6730,6730,6390,6390,6480,6190
27-1014,PR,40,40,-1,*,*,30,70,70,60,50,30
27-1024,PR,960,1030,1040,1030,910,740,670,610,520,580,610
27-3042,PR,110,60,70,60,50,50,70,60,40,70,70
29-2071,PR,940,980,980,970,1000,1120,1130,1020,750,710,800
41-4011,PR,2230,2710,2510,2590,2700,2660,2660,2140,2110,2210,2470
43-9011,PR,860,890,870,980,980,1130,1060,1110,1400,1240,1420
43-9021,PR,2720,2940,3150,3210,3230,3700,3850,3510,3730,3450,3560
43-9031,PR,*,40,*,*,40,60,*,40,60,60,70
45-0000,PR,1340,1740,1640,1700,1710,2050,1820,1610,1720,870,1030
49-2011,PR,910,970,1020,1210,1220,1280,980,910,840,680,790
51-4011,PR,90,-1,-1,70,310,400,370,310,490,420,650
11-3021,VI,40,40,*,*,*,30,*,*,*,*,*
13-0000,VI,1390,1810,1530,1490,1520,1240,1280,1320,1200,1140,1040
13-1111,VI,50,50,80,-1,-1,50,70,60,50,*,*
15-0000,VI,370,360,340,330,340,330,310,270,230,210,180
15-1021,VI,*,*,40,50,60,60,60,*,60,60,50
15-1041,VI,*,120,70,70,50,50,40,30,*,*,*
15-1051,VI,*,60,*,30,40,50,50,40,30,30,30
15-1061,VI,*,*,*,30,50,50,50,50,40,*,*
15-1071,VI,*,70,70,70,60,60,50,50,40,40,30
15-1121,VI,60,*,*,*,*,*,*,*,*,*,*
15-1132,VI,-1,*,*,*,*,*,*,*,*,*,*
15-1142,VI,70,*,*,*,*,*,*,*,*,*,*
15-1150,VI,120,*,*,*,*,*,*,*,*,*,*
17-0000,VI,330,320,350,440,*,390,320,220,270,290,210
17-2112,VI,*,*,*,*,40,30,*,*,*,*,*
19-0000,VI,380,250,230,250,250,280,310,300,210,200,190
27-0000,VI,390,310,370,330,280,330,350,360,410,490,490
27-1024,VI,30,30,*,*,*,*,*,*,*,*,30
41-4011,VI,*,*,*,-1,*,30,50,70,50,40,40
43-9011,VI,*,50,110,120,90,90,100,70,70,90,50
43-9021,VI,190,170,170,170,150,140,150,*,170,210,170
